Código CVM,Empresa,Categoria,Tipo,Espécie,Data Referência,Data Entrega,Status,V,Modalidade,download
01840-6,018406 RB CAPITAL COMPANHIA DE SECURITIZAÇÃO,DF - Patrimônio separado,,DF - Patrimonio Separado - CRI 187 - 30/06/2019 -,20190630 30/06/2019,20191001 01/10/2019 21:18,Ativo,1,AP,"OpenDownloadDocumentos('238742','1','713755','IPE')"
01840-6,018406 RB CAPITAL COMPANHIA DE SECURITIZAÇÃO,DF - Patrimônio separado,,DF - Patrimonio Separado - CRI 188 - 30/06/2019 -,20190630 30/06/2019,20191001 01/10/2019 21:18,Ativo,1,AP,"OpenDownloadDocumentos('238743','1','713756','IPE')"
01840-6,018406 RB CAPITAL COMPANHIA DE SECURITIZAÇÃO,DF - Patrimônio separado,,DF - Patrimonio Separado - CRA 8 - 30/06/2019 -,20190630 30/06/2019,20191001 01/10/2019 21:31,Ativo,1,AP,"OpenDownloadDocumentos('238745','1','713758','IPE')"
01840-6,018406 RB CAPITAL COMPANHIA DE SECURITIZAÇÃO,DF - Patrimônio separado,,DF - Patrimonio Separado - CRA 11 - 30/06/2019 -,20190630 30/06/2019,20191001 01/10/2019 21:31,Ativo,1,AP,"OpenDownloadDocumentos('238746','1','713759','IPE')"
01840-6,018406 RB CAPITAL COMPANHIA DE SECURITIZAÇÃO,DF - Patrimônio separado,,DF - Patrimonio Separado - CRA 12 - 30/06/2019 -,20190630 30/06/2019,20191001 01/10/2019 21:31,Ativo,1,AP,"OpenDownloadDocumentos('238747','1','713760','IPE')"
01840-6,018406 RB CAPITAL COMPANHIA DE SECURITIZAÇÃO,DF - Patrimônio separado,,DF - Patrimonio Separado - CRI 81 - 30/06/2019 -,20190630 30/06/2019,20191001 01/10/2019 21:31,Ativo,1,AP,"OpenDownloadDocumentos('238748','1','713761','IPE')"
01840-6,018406 RB CAPITAL COMPANHIA DE SECURITIZAÇÃO,DF - Patrimônio separado,,DF - Patrimonio Separado - CRI 85 - 30/06/2019 -,20190630 30/06/2019,20191001 01/10/2019 21:31,Ativo,1,AP,"OpenDownloadDocumentos('238749','1','713762','IPE')"
01840-6,018406 RB CAPITAL COMPANHIA DE SECURITIZAÇÃO,DF - Patrimônio separado,,DF - Patrimonio Separado - CRI 98 - 30/06/2019 -,20190630 30/06/2019,20191001 01/10/2019 21:31,Ativo,1,AP,"OpenDownloadDocumentos('238750','1','713763','IPE')"
01840-6,018406 RB CAPITAL COMPANHIA DE SECURITIZAÇÃO,DF - Patrimônio separado,,DF - Patrimonio Separado - CRI 132 - 30/06/2019 -,20190630 30/06/2019,20191001 01/10/2019 21:31,Ativo,1,AP,"OpenDownloadDocumentos('238751','1','713764','IPE')"
01840-6,018406 RB CAPITAL COMPANHIA DE SECURITIZAÇÃO,DF - Patrimônio separado,,DF - Patrimonio Separado - CRI 147 - 30/06/2019 -,20190630 30/06/2019,20191001 01/10/2019 21:31,Ativo,1,AP,"OpenDownloadDocumentos('238752','1','713765','IPE')"
01840-6,018406 RB CAPITAL COMPANHIA DE SECURITIZAÇÃO,DF - Patrimônio separado,,DF - Patrimonio Separado - CRI 162 - 30/06/2019 -,20190630 30/06/2019,20191001 01/10/2019 21:31,Ativo,1,AP,"OpenDownloadDocumentos('238753','1','713766','IPE')"
01840-6,018406 RB CAPITAL COMPANHIA DE SECURITIZAÇÃO,DF - Patrimônio separado,,DF - Patrimonio Separado - CRI 172 - 30/06/2019 -,20190630 30/06/2019,20191001 01/10/2019 21:31,Ativo,1,AP,"OpenDownloadDocumentos('238754','1','713767','IPE')"
01840-6,018406 RB CAPITAL COMPANHIA DE SECURITIZAÇÃO,DF - Patrimônio separado,,DF - Patrimonio Separado - CRI 182 - 30/06/2019 -,20190630 30/06/2019,20191001 01/10/2019 21:31,Ativo,1,AP,"OpenDownloadDocumentos('238755','1','713768','IPE')"
01840-6,018406 RB CAPITAL COMPANHIA DE SECURITIZAÇÃO,DF - Patrimônio separado,,DF - Patrimonio Separado - CRI 184 - 30/06/2019 -,20190630 30/06/2019,20191001 01/10/2019 21:31,Ativo,1,AP,"OpenDownloadDocumentos('238756','1','713769','IPE')"
01840-6,018406 RB CAPITAL COMPANHIA DE SECURITIZAÇÃO,DF - Patrimônio separado,,DF - Patrimonio Separado - CRI 186 - 30/06/2019 -,20190630 30/06/2019,20191001 01/10/2019 21:31,Ativo,1,AP,"OpenDownloadDocumentos('238757','1','713770','IPE')"
01840-6,018406 RB CAPITAL COMPANHIA DE SECURITIZAÇÃO,DF - Patrimônio separado,,DF - Patrimonio Separado - CRI 189 - 30/06/2019 -,20190630 30/06/2019,20191001 01/10/2019 21:31,Ativo,1,AP,"OpenDownloadDocumentos('238758','1','713771','IPE')"
01846-5,018465 ULTRAPAR PARTICIPACOES S.A.,Regimento interno de Comitês,,Regimento do Comitê de Pessoas -,20190626 26/06/2019 14:30,20191001 01/10/2019 16:07,Inativo,1,AP,"OpenDownloadDocumentos('238600','1','713607','IPE')"
01855-4,018554 PAN ARRENDAMENTO MERCANTIL S.A.,Assembleia,AGE,Eleição de Membros dos Conselhos de Administração e FiscalAta,20190906 06/09/2019 18:00,20191001 01/10/2019 12:35,Ativo,1,AP,"OpenDownloadDocumentos('238550','1','713553','IPE')"
01855-4,018554 PAN ARRENDAMENTO MERCANTIL S.A.,Reunião da Administração,Conselho de Administração,"Eleição de Diretor(es),Remanejamento de membro da Diretoria da CompanhiaAta",20190906 06/09/2019 18:30,20191001 01/10/2019 12:36,Ativo,1,AP,"OpenDownloadDocumentos('238551','1','713554','IPE')"
01866-0,018660 CPFL ENERGIA S.A.,Reunião da Administração,Conselho de Administração,"Aprovação da celebração de novos contratos para aquisição de religadores e painéis para as áreas de concessão das Distribuidoras do Grupo CPFL,Aprovação da celebração de novso contratos para fornecimento de medidores do grupo B para as áreas de concessão das Distribuidoras do Grupo CPFL,Aprovação da participação das distribuidoras de energia do Grupo CPFL no leilão de empreendimentos existentes de geração “A-4”.,Aprovação da renovação do limite de transações de compra e venda de energia pelas ""Comercializadoras CPFL”,Cisão parcial NECT,Declaração de dividendos da EPASAAta",20190920 20/09/2019 14:00,20191001 01/10/2019 09:44,Ativo,1,AP,"OpenDownloadDocumentos('238510','1','713513','IPE')"
01872-4,018724 BRADESPAR S.A.,Dados Econômico-Financeiros,Press-release,Boletim Quinzenal Bradespar -,20190930 30/09/2019,20191001 01/10/2019 14:21,Ativo,1,AP,"OpenDownloadDocumentos('238564','1','713568','IPE')"
01875-9,018759 BRAZILIAN SECURITIES CIA SECURITIZACAO,Assembleia,AGE,Eleição de Membros dos Conselhos de Administração e FiscalAta,20190906 06/09/2019 20:00,20191001 01/10/2019 12:49,Ativo,1,AP,"OpenDownloadDocumentos('238555','1','713558','IPE')"
01875-9,018759 BRAZILIAN SECURITIES CIA SECURITIZACAO,Reunião da Administração,Conselho de Administração,Eleição de Diretor(es)Ata,20190906 06/09/2019 20:30,20191001 01/10/2019 12:49,Ativo,1,AP,"OpenDownloadDocumentos('238556','1','713559','IPE')"
01930-5,019305 BIOMM S.A.,Reunião da Administração,Conselho de Administração,(i) Aprovação da carta de crédito vinculada ao Projeto Walkie Talkie (“Carta de Crédito Projeto Walkie Talkie”). Ata,20190926 26/09/2019 15:30,20191001 01/10/2019 18:09,Ativo,1,AP,"OpenDownloadDocumentos('238633','1','713645','IPE')"
01944-5,019445 CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Novo Site de Relações com Investidores -,20191001 01/10/2019,20191001 01/10/2019 08:52,Ativo,1,AP,"OpenDownloadDocumentos('238502','1','713504','IPE')"
01955-0,019550 NATURA COSMETICOS S.A.,Calendário de Eventos Corporativos,,,20190930 30/09/2019,20191001 01/10/2019 18:04,Ativo,1,AP,"OpenDownloadDocumentos('238630','1','713639','IPE')"
01962-3,019623 DIAGNOSTICOS DA AMERICA S.A.,Assembleia,AGE,"Incorporação Chromossome,Ratificação aquisições,alteração do Artigo 5º do Estatuto Social da Companhia (n. ações)Ata",20191001 01/10/2019 10:00,20191001 01/10/2019 12:38,Inativo,1,AP,"OpenDownloadDocumentos('238552','1','713555','IPE')"
01962-3,019623 DIAGNOSTICOS DA AMERICA S.A.,Estatuto Social,,,20191001 01/10/2019,20191001 01/10/2019 12:41,Ativo,1,AP,"OpenDownloadDocumentos('238553','1','713556','IPE')"
01962-3,019623 DIAGNOSTICOS DA AMERICA S.A.,Assembleia,AGE,"Protocolo e Justificação de Incorporação, Fusão ou Cisão",20191001 01/10/2019 10:00,20191001 01/10/2019 12:50,Ativo,2,RE,"OpenDownloadDocumentos('238557','2','713560','IPE')"
01962-3,019623 DIAGNOSTICOS DA AMERICA S.A.,Fato Relevante,,www.dasa3.com.br -,20191001 01/10/2019,20191001 01/10/2019 22:11,Ativo,1,AP,"OpenDownloadDocumentos('238763','1','713776','IPE')"
01962-3,019623 DIAGNOSTICOS DA AMERICA S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Direito de recesso -,20191001 01/10/2019,20191001 01/10/2019 22:15,Ativo,1,AP,"OpenDownloadDocumentos('238766','1','713779','IPE')"
01986-0,019860 RB CAPITAL SECURITIZADORA S.A.,Assembleia,AGE,Distribuição de Dividendos/Juros sobre Capital PróprioAta,20191001 01/10/2019 10:00,20191001 01/10/2019 19:55,Ativo,1,AP,"OpenDownloadDocumentos('238710','1','713723','IPE')"
01986-0,019860 RB CAPITAL SECURITIZADORA S.A.,DF - Patrimônio separado,,DF - Patrimonio Separado - CRI 35 - 30/06/2019 -,20190630 30/06/2019,20191001 01/10/2019 21:35,Ativo,1,AP,"OpenDownloadDocumentos('238759','1','713772','IPE')"
01986-0,019860 RB CAPITAL SECURITIZADORA S.A.,DF - Patrimônio separado,,DF - Patrimonio Separado - CRI 36 - 30/06/2019 -,20190630 30/06/2019,20191001 01/10/2019 21:35,Ativo,1,AP,"OpenDownloadDocumentos('238760','1','713773','IPE')"
01986-0,019860 RB CAPITAL SECURITIZADORA S.A.,DF - Patrimônio separado,,DF - Patrimonio Separado - CRI 106 - 30/06/2019 -,20190630 30/06/2019,20191001 01/10/2019 21:35,Ativo,1,AP,"OpenDownloadDocumentos('238761','1','713774','IPE')"
02001-0,020010 EQUATORIAL ENERGIA S.A.,Aviso aos Debenturistas,,Pagamento de juros/remuneração -,20191001 01/10/2019,20191001 01/10/2019 11:47,Ativo,1,AP,"OpenDownloadDocumentos('238548','1','713551','IPE')"
02019-2,020192 CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN,Escrituras e aditamentos de debêntures,,Escritura 9° Emissão de Debêntures -,20180817 17/08/2018,20191001 01/10/2019 14:59,Ativo,1,AP,"OpenDownloadDocumentos('238579','1','713583','IPE')"
02064-8,020648 CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D,Assembleia,AGE,Alteração de jornal de publicação dos atos societáriosEdital de Convocação,20191016 16/10/2019 09:30,20191001 01/10/2019 17:07,Ativo,1,AP,"OpenDownloadDocumentos('238604','1','713612','IPE')"
02064-8,020648 CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D,Assembleia,AGE,Alteração de jornal para publicação dos atos societáriosProposta da Administração,20191016 16/10/2019 09:30,20191001 01/10/2019 17:11,Inativo,1,AP,"OpenDownloadDocumentos('238605','1','713613','IPE')"
02071-0,020710 LOG-IN LOGISTICA INTERMODAL S.A.,Calendário de Eventos Corporativos,,,20191231 31/12/2019,20191001 01/10/2019 16:27,Inativo,3,RE,"OpenDownloadDocumentos('238602','3','713609','IPE')"
02077-0,020770 EZ TEC EMPREEND. E PARTICIPACOES S.A.,Fato Relevante,,Guidance 2019 -,20191001 01/10/2019,20191001 01/10/2019 20:05,Ativo,1,AP,"OpenDownloadDocumentos('238713','1','713726','IPE')"
02080-0,020800 TEGMA GESTAO LOGISTICA S.A.,Reunião da Administração,Conselho de Administração,"Eleição de membro do Comitê de Gestão, Gente e Governança ,Aprovar a alteração do Contrato Social de empresas controladasAta",20190925 25/09/2019 09:00,20191001 01/10/2019 19:01,Ativo,1,AP,"OpenDownloadDocumentos('238649','1','713662','IPE')"
02087-7,020877 HELBOR EMPREENDIMENTOS S.A.,Fato Relevante,,Rerratificação Oferta Pública de Ações com esforços restritos -,20191001 01/10/2019,20191001 01/10/2019 08:31,Ativo,1,AP,"OpenDownloadDocumentos('238491','1','713493','IPE')"
02091-5,020915 MRV ENGENHARIA E PARTICIPACOES S.A.,Fato Relevante,,Atualização Convocação AGE -,20191001 01/10/2019,20191001 01/10/2019 18:32,Ativo,1,AP,"OpenDownloadDocumentos('238639','1','713652','IPE')"
02093-1,020931 MINERVA S.A.,Fato Relevante,,Joint Venture - China -,20191001 01/10/2019,20191001 01/10/2019 17:35,Ativo,1,AP,"OpenDownloadDocumentos('238623','1','713632','IPE')"
02123-7,021237 ENEVA S.A,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,Apresentação Corporativa - Outubro/2019 -,20191001 01/10/2019,20191001 01/10/2019 18:16,Ativo,1,AP,"OpenDownloadDocumentos('238636','1','713649','IPE')"
02192-0,021920 BARI SECURITIZADORA S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Comunicado ao Mercado a respeito das datas de envio das demonstrações financeiras dos patrimônios separados -,20190930 30/09/2019,20191001 01/10/2019 13:53,Inativo,2,RE,"OpenDownloadDocumentos('238560','2','713563','IPE')"
02192-0,021920 BARI SECURITIZADORA S.A.,Formulário Cadastral,,,20190101 2019,20191001 01/10/2019 18:10,Inativo,3,RE,"OpenDownloadDocumentos('88507','3','021920FCA000020190300088507-79','FCA')"
02201-2,022012 MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Mills informa transferência de titularidade de ações da Snow Petrel -,20191001 01/10/2019,20191001 01/10/2019 18:06,Ativo,1,AP,"OpenDownloadDocumentos('238632','1','713641','IPE')"
02214-4,022144 CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,Assembleia,AGE,"Concessão de Carta de Indenidade à Partes Relacionadas da Companhia,Concessão de Carta de Indenidade aos membros da DiretoriaProposta da Administração",20191001 01/10/2019 17:30,20191001 01/10/2019 14:20,Ativo,2,RE,"OpenDownloadDocumentos('238563','2','713566','IPE')"
02214-4,022144 CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,Assembleia,AGE,"Concessão de Carta de Indenidade à Partes Relacionadas da Companhia,Concessão de Carta de Indenidade aos Diretores Estatutários da CompanhiaAta",20191001 01/10/2019 17:30,20191001 01/10/2019 18:25,Ativo,1,AP,"OpenDownloadDocumentos('238638','1','713651','IPE')"
02218-7,022187 PETRO RIO S.A.,Fato Relevante,,Alteração na Administração da Compania -,20191001 01/10/2019,20191001 01/10/2019 20:14,Ativo,1,AP,"OpenDownloadDocumentos('238715','1','713728','IPE')"
02226-8,022268 CONC AUTO RAPOSO TAVARES S.A.,Assembleia,AGE,"Concessão de Carta de Indenidade à Partes Relacionadas da Companhia,Concessão de Carta de Indenidade aos Diretores Estatutários da CompanhiaProposta da Administração",20191001 01/10/2019 16:30,20191001 01/10/2019 14:18,Ativo,2,RE,"OpenDownloadDocumentos('238562','2','713565','IPE')"
02226-8,022268 CONC AUTO RAPOSO TAVARES S.A.,Assembleia,AGE,"Concessão de Carta de Indenidade à Partes Relacionadas da Companhia,Concessão de Carta de Indenidade aos Diretores Estatutários da CompanhiaAta",20191001 01/10/2019 16:30,20191001 01/10/2019 18:20,Ativo,1,AP,"OpenDownloadDocumentos('238637','1','713650','IPE')"
02227-6,022276 TRUE SECURITIZADORA S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Pagamento de Juros -,20191001 01/10/2019,20191001 01/10/2019 13:39,Ativo,1,AP,"OpenDownloadDocumentos('238559','1','713562','IPE')"
02248-9,022489 FORTE SECURITIZADORA S.A.,DF - Patrimônio separado,,E01_S112_S1115 -,20190630 30/06/2019,20191001 01/10/2019 08:36,Ativo,1,AP,"OpenDownloadDocumentos('238494','1','713496','IPE')"
02248-9,022489 FORTE SECURITIZADORA S.A.,DF - Patrimônio separado,,E01_S206_S214 -,20190630 30/06/2019,20191001 01/10/2019 08:38,Ativo,1,AP,"OpenDownloadDocumentos('238495','1','713497','IPE')"
02248-9,022489 FORTE SECURITIZADORA S.A.,DF - Patrimônio separado,,E01_S138_S144 -,20190630 30/06/2019,20191001 01/10/2019 12:25,Ativo,1,AP,"OpenDownloadDocumentos('238549','1','713552','IPE')"
02260-8,022608 EMPREENDIMENTOS PAGUE MENOS S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190901 09/2019,20191001 01/10/2019 10:21,Ativo,1,AP,"OpenDownloadDocumentos('238514','1','713517','IPE')"
02261-6,022616 BCO BTG PACTUAL S.A.,Comunicação sobre Transação entre Partes Relacionadas,,Emissão de Nota e Celebração de Contrato de Compra e Venda -,20190930 30/09/2019,20191001 01/10/2019 22:13,Ativo,1,AP,"OpenDownloadDocumentos('238764','1','713777','IPE')"
02261-6,022616 BCO BTG PACTUAL S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Emissão de Nota pelo Banco -,20191001 01/10/2019,20191001 01/10/2019 22:15,Ativo,1,AP,"OpenDownloadDocumentos('238765','1','713778','IPE')"
02294-2,022942 MGI - MINAS GERAIS PARTICIPAÇÕES S.A.,Formulário de Referência,,,20190101 2019,20191001 01/10/2019 18:07,Ativo,6,RE,"OpenDownloadDocumentos('88506','6','022942FRE201920190600088506-79','')"
02303-5,023035 LINX S.A.,Reunião da Administração,Conselho de Administração,"(i) eleição de membro da diretoria estatutária da Companhia para ocupar o cargo de Diretor Vice-Presidente de Operações da Companhia,(ii) eleição de administradores nas sociedades controladas da Companhia, Linx Sistemas e Consultoria Ltda. (“Linx Sistemas”) e Linx Pay Meios de Pagamento Ltda. (“Linx Pay”),(iii) autorização para a Diretoria da Companhia celebrar Contrato de Indenidade com os membros da Administração,(iv) ratificação da deliberação de sócios da Linx Sistemas, realizadas em 01 de setembro de 2019;,(v) ratificação da 7 0 ª Alteração e Consolidação do Contrato Social da Linx Sistemas , controlada operacional da,(vi) ratificação da 8 ª Alteração e Consolidação do Contrato Social da Linx Pay ,,(vii) ratificação da 9 ª Alteração e Consolidação do Contrato Social da Linx Pay , controlada operacional da Companhia Companhia,(viii) ratificação de todos os atos já praticados pela administração da Companhia, bem como autorização para a administração da Linx Sistemas e Linx Pay a tomar todas as medidas necessáriasAta",20191001 01/10/2019 17:00,20191001 01/10/2019 17:18,Ativo,1,AP,"OpenDownloadDocumentos('238607','1','713615','IPE')"
02303-5,023035 LINX S.A.,Fato Relevante,,Novo Vice-Presidente do Linx Pay Hub -,20191001 01/10/2019,20191001 01/10/2019 17:19,Ativo,1,AP,"OpenDownloadDocumentos('238609','1','713617','IPE')"
02317-5,023175 IGUA SANEAMENTO S.A.,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,Esclarecimenros sobre questionamentos da CVM/B3 -,20191001 01/10/2019,20191001 01/10/2019 20:56,Inativo,1,AP,"OpenDownloadDocumentos('238718','1','713731','IPE')"
02342-6,023426 OMEGA GERAÇÃO S.A.,Comunicado ao Mercado,Aquisição/Alienação de Participação Acionária (art. 12 da Instr. CVM nº 358),Declaração de Aquisição de Participação Acionária Relevante - Art.12 da Instrução CVM nº358/02,20191001 01/10/2019,20191001 01/10/2019 19:28,Ativo,1,AP,"OpenDownloadDocumentos('238681','1','713694','IPE')"
02357-4,023574 INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Encerramento da Segunda Emissão de Debêntures -,20191001 01/10/2019,20191001 01/10/2019 19:43,Ativo,1,AP,"OpenDownloadDocumentos('238706','1','713719','IPE')"
02357-4,023574 INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,Escrituras e aditamentos de debêntures,,Primeiro aditamento da segunda emissão de debêntures -,20190924 24/09/2019,20191001 01/10/2019 20:21,Ativo,1,AP,"OpenDownloadDocumentos('238716','1','713729','IPE')"
02380-9,023809 COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS,Assembleia,AGE,Eleição de Membros dos Conselhos de Administração e FiscalEdital de Convocação,20191016 16/10/2019 10:00,20191001 01/10/2019 19:08,Ativo,1,AP,"OpenDownloadDocumentos('238652','1','713665','IPE')"
02380-9,023809 COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS,Assembleia,AGE,Eleição de Membros dos Conselhos de Administração e FiscalProposta da Administração,20191016 16/10/2019 10:00,20191001 01/10/2019 19:08,Ativo,1,AP,"OpenDownloadDocumentos('238653','1','713666','IPE')"
02382-5,023825 MOVIDA PARTICIPACOES SA,Aviso aos Acionistas,Outros avisos,Dividendos/Juros sobre Capital Próprio -,20190628 28/06/2019,20191001 01/10/2019 09:00,Ativo,3,RE,"OpenDownloadDocumentos('238505','3','713507','IPE')"
02382-5,023825 MOVIDA PARTICIPACOES SA,Aviso aos Acionistas,Outros avisos,Dividendos/Juros sobre Capital Próprio -,20190930 30/09/2019,20191001 01/10/2019 09:02,Ativo,1,AP,"OpenDownloadDocumentos('238507','1','713509','IPE')"
02389-2,023892 CONCESSIONÁRIA BR-040 S.A.,Assembleia,AGE,"Concessão de Carta de Indenidade à Partes Relacionadas da Companhia,Concessão de Carta de Indenidade aos Diretores Estatutários da CompanhiaProposta da Administração",20191001 01/10/2019 17:00,20191001 01/10/2019 14:21,Ativo,2,RE,"OpenDownloadDocumentos('238565','2','713569','IPE')"
