cvm_code,company,category,type,kind,reference_date,issue_dttm,status,v,modality,download,,
02006-0,020060 LUPATECH S.A.,Aviso aos Acionistas,Outros avisos,Início do período para subscrição de sobras -,20190801 01/08/2019,20190801 01/08/2019 23:04,Ativo,1,AP,"OpenDownloadDocumentos('229141','1','703253','IPE')",,
02012-5,020125 ODONTOPREV S.A.,Reunião da Administração,Conselho de Administração,"(ii) Distribuição de dividendos aos acionistas, ad referendum da Assembleia Geral;,(ii) Distribuição de dividendos aos acionistas, ad referendum da Assembleia Geral;,(iii) Eleição de membro da Diretoria da Companhia;,(iv) Aprovar o exercício das opções de aquisição de ações da Companhia por parte dos beneficiários do Plano de Opção de Compra de Ações aprovado em Assembleia Geral Ordinária e Extraordinária da Cia.Ata",20190801 01/08/2019 15:00,20190801 01/08/2019 17:10,Ativo,1,AP,"OpenDownloadDocumentos('229026','1','703136','IPE')",,
02012-5,020125 ODONTOPREV S.A.,Aviso aos Acionistas,Outros avisos,Dividendos/Juros sobre Capital Próprio -,20190801 01/08/2019,20190801 01/08/2019 17:11,Ativo,1,AP,"OpenDownloadDocumentos('229027','1','703137','IPE')",,
02012-5,020125 ODONTOPREV S/A,ITR,,,20190630 30/06/2019,20190801 01/08/2019 17:08,Ativo,1,AP,"OpenDownloadDocumentos('85970','1','020125ITR300620190100085970-84','ITR')",,
02057-5,020575 JBS S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,JBS CONCLUI AQUISIÇÃO DE PROCESSADORA DE SUÍNOS EM SEBERI/RS -,20190801 01/08/2019,20190801 01/08/2019 18:19,Ativo,1,AP,"OpenDownloadDocumentos('229053','1','703164','IPE')",,
02064-8,020648 CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),"Posição Individual - Cia, Controladas e Coligadas",,20190701 07/2019,20190801 01/08/2019 08:26,Ativo,1,AP,"OpenDownloadDocumentos('228934','1','703042','IPE')",,
02064-8,020648 CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190701 07/2019,20190801 01/08/2019 08:34,Ativo,1,AP,"OpenDownloadDocumentos('228937','1','703045','IPE')",,
02067-2,020672 BRC SECURITIZADORA S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190701 07/2019,20190801 01/08/2019 18:15,Ativo,1,AP,"OpenDownloadDocumentos('229048','1','703159','IPE')",,
02071-0,020710 LOG-IN LOGISTICA INTERMODAL S.A.,Aviso aos Acionistas,Outros avisos,Exercício de Bônus Julho 2019 -,20190801 01/08/2019,20190801 01/08/2019 17:18,Ativo,1,AP,"OpenDownloadDocumentos('229028','1','703138','IPE')",,
02071-0,020710 LOG-IN LOGISTICA INTERMODAL S.A.,Reunião da Administração,Conselho de Administração,Exercício de Bônus Julho 2019Ata,20190801 01/08/2019 10:00,20190801 01/08/2019 17:20,Ativo,1,AP,"OpenDownloadDocumentos('229029','1','703139','IPE')",,
02077-0,020770 EZ TEC EMPREEND. E PARTICIPACOES S.A.,Fato Relevante,,Quarto Aditamento ao Acordo de Acionistas -,20190801 01/08/2019,20190801 01/08/2019 21:25,Inativo,1,AP,"OpenDownloadDocumentos('229133','1','703245','IPE')",,
02077-0,020770 EZ TEC EMPREEND. E PARTICIPACOES S.A.,Acordo de Acionistas,,,20190801 01/08/2019,20190801 01/08/2019 21:39,Ativo,1,AP,"OpenDownloadDocumentos('229137','1','703249','IPE')",,
02077-0,020770 EZ TEC EMPREEND. E PARTICIPACOES S.A.,Fato Relevante,,Quarto Aditamento ao Acordo de Acionistas -,20190801 01/08/2019,20190801 01/08/2019 22:09,Ativo,2,RE,"OpenDownloadDocumentos('229139','2','703251','IPE')",,
02078-8,020788 MARFRIG GLOBAL FOODS S.A.,Relatório de Sustentabilidade,,,20181231 31/12/2018,20190801 01/08/2019 20:19,Ativo,1,AP,"OpenDownloadDocumentos('229128','1','703240','IPE')",,
02098-2,020982 MULTIPLAN EMP. IMOBILIARIOS S/A,Informe do Código de Governança,,,20191231 31/12/2019,20190801 01/08/2019 18:38,Ativo,1,AP,"OpenDownloadDocumentos('85978','1','020982CGVN20190101V01085978-83','CGVN')",,
02109-1,021091 DURATEX S.A.,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,Teleconferência de Resultados do 2º trimestre/2019 (Versões port e ingl) -,20190731 31/07/2019,20190801 01/08/2019 10:32,Ativo,1,AP,"OpenDownloadDocumentos('228960','1','703068','IPE')",,
02123-7,021237 ENEVA S.A,Informe do Código de Governança,,,20191231 31/12/2019,20190801 01/08/2019 12:07,Ativo,2,RE,"OpenDownloadDocumentos('85963','2','021237CGVN20190101V02085963-74','CGVN')",,
02139-3,021393 COMPANHIA CELG DE PARTICIPAÇÕES,Informe do Código de Governança,,,20191231 31/12/2019,20190801 01/08/2019 21:54,Ativo,1,AP,"OpenDownloadDocumentos('85988','1','021393CGVN20190101V01085988-85','CGVN')",,
02139-3,021393 COMPANHIA CELG DE PARTICIPAÇÕES,Informe do Código de Governança,,,20190101 01/01/2019,20190801 01/08/2019 21:46,Ativo,1,AP,"OpenDownloadDocumentos('85987','1','021393CGVN20190101V01085987-81','CGVN')",,
02173-3,021733 CIELO S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Comunicado ao Mercado -,20190801 01/08/2019,20190801 01/08/2019 20:07,Ativo,1,AP,"OpenDownloadDocumentos('229126','1','703237','IPE')",,
02188-1,021881 FLEURY S.A.,Reunião da Administração,Conselho de Administração,Aumento de capital para exercício de opção de compra de açõesAta,20190801 01/08/2019 08:30,20190801 01/08/2019 18:03,Ativo,1,AP,"OpenDownloadDocumentos('229037','1','703148','IPE')",,
02188-1,021881 FLEURY S.A.,Aviso aos Acionistas,Aumento de capital por subscrição privada deliberado em RCA,,20190801 01/08/2019 08:30,20190801 01/08/2019 18:04,Ativo,1,AP,"OpenDownloadDocumentos('229038','1','703149','IPE')",,
02188-1,021881 FLEURY S.A.,Acordo de Acionistas,,,20190801 01/08/2019,20190801 01/08/2019 21:10,Inativo,1,AP,"OpenDownloadDocumentos('229131','1','703243','IPE')",,
02188-1,021881 FLEURY S.A.,Fato Relevante,,"Celebração, Alteração ou Rescisão de Acordo de Acionistas -",20190801 01/08/2019,20190801 01/08/2019 21:10,Ativo,1,AP,"OpenDownloadDocumentos('229132','1','703244','IPE')",,
02207-1,022071 CONC ROTA DAS BANDEIRAS S.A.,Reunião da Administração,Conselho de Administração,Alteração de Diretor de Relações com InvestidoresAta,20190801 01/08/2019 10:00,20190801 01/08/2019 17:48,Ativo,1,AP,"OpenDownloadDocumentos('229035','1','703145','IPE')",,
02217-9,022179 AFLUENTE TRANSMISSÃO DE ENERGIA ELETRICA S/A,Formulário de Referência,,,20190101 2019,20190801 01/08/2019 19:32,Ativo,4,RE,"OpenDownloadDocumentos('85984','4','022179FRE201920190400085984-71','')",,
02221-7,022217 Alper Consultoria e Corretora de Seguros S.A.,Informe do Código de Governança,,,20191231 31/12/2019,20190801 01/08/2019 12:56,Ativo,2,RE,"OpenDownloadDocumentos('85965','2','022217CGVN20190101V02085965-74','CGVN')",,
02227-6,022276 TRUE SECURITIZADORA S.A.,Documentos de Oferta de Distribuição Pública,Anúncio de Encerramento de Distribuição Pública,Anuncio de Encerramento Oferta Pública de distribuição da 193ª Série da 1ª Emissão de CRI da True Securitizadora S.A. -,20190801 01/08/2019,20190801 01/08/2019 13:59,Ativo,1,AP,"OpenDownloadDocumentos('229009','1','703117','IPE')",,
02247-0,022470 MAGAZINE LUIZA S.A.,Aviso aos Acionistas,Outros avisos,Bonificação/Desdobramento -,20190801 01/08/2019,20190801 01/08/2019 18:45,Ativo,1,AP,"OpenDownloadDocumentos('229091','1','703202','IPE')",,
02259-4,022594 STATKRAFT ENERGIAS RENOVAVEIS S.A.,Assembleia,AGE,"Aprovação da Incorporação da Tamar PCH pela Companhia,Aprovação do Laudo de Avaliação da Tamar PCH elaborado pela Empresa Avaliadora,Aprovar os termos e condições do Protocolo de Incorporação e Instrumento de Justificação da Tamar Pequenas Centrais Hidroelétricas S.A. pela Companhia,Ratificação da contratação da Berkan Auditores Independentes S.S.para elaboração do laudo de avaliação contábil do patrimônio líquido da Tamar PCHEdital de Convocação",20190801 01/08/2019 11:30,20190801 01/08/2019 10:40,Ativo,1,AP,"OpenDownloadDocumentos('228963','1','703071','IPE')",,
02259-4,022594 STATKRAFT ENERGIAS RENOVAVEIS S.A.,Assembleia,AGE,"Aprovação da Incorporação da Tamar PCH pela Companhia,Aprovação do Laudo de Avaliação da Tamar PCH elaborado pela Empresa Avaliadora,Aprovar os termos e condições do Protocolo de Incorporação e Instrumento de Justificação da Tamar Pequenas Centrais Hidroelétricas S.A. pela Companhia,Ratificação da contratação da Berkan Auditores Independentes S.S.para elaboração do laudo de avaliação contábil do patrimônio líquido da Tamar PCHProposta da Administração",20190801 01/08/2019 11:30,20190801 01/08/2019 10:40,Ativo,1,AP,"OpenDownloadDocumentos('228964','1','703072','IPE')",,
02259-4,022594 STATKRAFT ENERGIAS RENOVAVEIS S.A.,Assembleia,AGE,"Aprovação da Incorporação da Tamar PCH pela Companhia,Aprovação do Laudo de Avaliação da Tamar PCH elaborado pela Empresa Avaliadora,Aprovar os termos e condições do Protocolo de Incorporação e Instrumento de Justificação da Tamar Pequenas Centrais Hidroelétricas S.A. pela Companhia,Ratificação da contratação da Berkan Auditores Independentes S.S.para elaboração do laudo de avaliação contábil do patrimônio líquido da Tamar PCHAta",20190801 01/08/2019 11:30,20190801 01/08/2019 16:51,Ativo,1,AP,"OpenDownloadDocumentos('229018','1','703128','IPE')",,
02259-4,022594 STATKRAFT ENERGIAS RENOVAVEIS S.A.,Assembleia,AGE,"Protocolo e Justificação de Incorporação, Fusão ou Cisão",20190801 01/08/2019 11:30,20190801 01/08/2019 16:52,Ativo,1,AP,"OpenDownloadDocumentos('229019','1','703129','IPE')",,
02259-4,022594 STATKRAFT ENERGIAS RENOVAVEIS S.A.,Reunião da Administração,Conselho de Administração,"Aprovação da Incorporação da Tamar PCH pela Companhia,Aprovação da Proposta da Administração relativa à Incorporação a ser submetida aos acionistas da Companhia na Assembleia Geral de Acionista (“AGE”);,Aprovação do Laudo de Avaliação da Tamar PCH elaborado pela Empresa Avaliadora,Aprovar os termos e condições do Protocolo de Incorporação e Instrumento de Justificação da Tamar Pequenas Centrais Hidroelétricas S.A. pela Companhia,Convocação da AGE para exame e apreciação das matérias acima, incluindo a ratificação de todos os atos realizados e a serem realizados pela Companhia e Tamar PCH para implementação da Incorporação.,Ratificação da contratação da Berkan Auditores Independentes S.S.para elaboração do laudo de avaliação contábil do patrimônio líquido da Tamar PCHAta",20190801 01/08/2019 10:30,20190801 01/08/2019 16:52,Ativo,1,AP,"OpenDownloadDocumentos('229020','1','703130','IPE')",,
02259-4,022594 STATKRAFT ENERGIAS RENOVAVEIS S.A.,Calendário de Eventos Corporativos,,,20191231 31/12/2019,20190801 01/08/2019 16:54,Inativo,7,RE,"OpenDownloadDocumentos('229021','7','703131','IPE')",,
02285-3,022853 FRIGOL FOODS PARTICIPAÇÕES S.A.,Reunião da Administração,Conselho de Administração,"(i) Convocar e submeter à apreciação da assembleia geral a alteração do endereço da sede,(ii) Alteração do artigo 1.2 do Estatuto Social da Companhia em razão da aleteração de endereço,(iii) Aprovar a convocação de assembleia geral para apreciação da matéria,(iv) Autorização da lavratura em forma de sumário.Ata",20190801 01/08/2019 11:00,20190801 01/08/2019 15:52,Ativo,1,AP,"OpenDownloadDocumentos('229013','1','703123','IPE')",,
02315-9,023159 BB SEGURIDADE PARTICIPAÇÕES S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Alteração do banco depositário do programa de ADR Nível 1 -,20190801 01/08/2019,20190801 01/08/2019 19:25,Ativo,1,AP,"OpenDownloadDocumentos('229121','1','703232','IPE')",,
02316-7,023167 RODOVIAS DAS COLINAS S.A.,Reunião da Administração,Conselho de Administração,Emissão de Valores MobiliáriosAta,20190627 27/06/2019 11:00,20190801 01/08/2019 18:45,Ativo,1,AP,"OpenDownloadDocumentos('229092','1','703203','IPE')",,
02316-7,023167 RODOVIAS DAS COLINAS S.A.,Escrituras e aditamentos de debêntures,,Emissão de Valores Mobiliários -,20190712 12/07/2019,20190801 01/08/2019 18:46,Ativo,1,AP,"OpenDownloadDocumentos('229094','1','703205','IPE')",,
02323-0,023230 RAIZEN ENERGIA S.A.,Dados Econômico-Financeiros,Relatório de Agente Fiduciário,Relatório do Agente Fiduciário das Debêntures -,20190331 31/03/2019,20190801 01/08/2019 18:46,Ativo,1,AP,"OpenDownloadDocumentos('229096','1','703207','IPE')",,
02327-2,023272 LOG COMMERCIAL PROPERTIES,Reunião da Administração,Conselho de Administração,Aprovação Relatório Final Auditoria Externa 2T19Ata,20190801 01/08/2019 11:00,20190801 01/08/2019 18:37,Ativo,1,AP,"OpenDownloadDocumentos('229081','1','703192','IPE')",,
02327-2,023272 LOG COMMERCIAL PROPERTIES,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Divulgação de Resultados 2T19 -,20190801 01/08/2019,20190801 01/08/2019 18:54,Ativo,1,AP,"OpenDownloadDocumentos('229108','1','703219','IPE')",,
02327-2,023272 LOG COMMERCIAL PROPERTIES,Dados Econômico-Financeiros,Press-release,Divulgação de Resultados 2T19 -,20190801 01/08/2019,20190801 01/08/2019 18:58,Ativo,1,AP,"OpenDownloadDocumentos('229109','1','703220','IPE')",,
02327-2,023272 LOG COMMERCIAL PROPERTIES,Dados Econômico-Financeiros,Demonstrações Financeiras Intermediárias,Divulgação de Resultados 2T19 - versão portuguêsDFs Mercosul com reconciliação para IFRS,20190630 30/06/2019,20190801 01/08/2019 19:02,Ativo,1,AP,"OpenDownloadDocumentos('229113','1','703224','IPE')",,
02327-2,023272 LOG COMMERCIAL PROPERTIES,Dados Econômico-Financeiros,Demonstrações Financeiras em Padrões Internacionais,Versão em InglêsDemonstrações Financeiras em IFRS,20190630 30/06/2019,20190801 01/08/2019 19:17,Ativo,1,AP,"OpenDownloadDocumentos('229118','1','703229','IPE')",,
02327-2,023272 LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES,ITR,,,20190630 30/06/2019,20190801 01/08/2019 18:03,Ativo,1,AP,"OpenDownloadDocumentos('85974','1','023272ITR300620190100085974-75','ITR')",,
02331-0,023310 CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,Fato Relevante,,Aquisição - Almundo -,20190801 01/08/2019,20190801 01/08/2019 20:45,Ativo,1,AP,"OpenDownloadDocumentos('229129','1','703241','IPE')",,
02335-3,023353 CAPITALE SECURITIZADORA DE CRÉDITO S/A,Reunião da Administração,Conselho de Administração,Aquisição de imóveis de interesse da CompanhiaAta,20190801 01/08/2019 10:00,20190801 01/08/2019 17:07,Ativo,1,AP,"OpenDownloadDocumentos('229023','1','703133','IPE')",,
02343-4,023434 LIBRA TERMINAL RIO S.A.,Assembleia,AGDEB,"(i) Indicação e contratação de novo Escriturador, conforme definido na Escritura;,(ii) Aprovação, ou não, da implementação de um fundo de despesas, bem como a definição de seus termos e condições;,(iii) A contratação de assessor financeiro no âmbito da Emissão;,(iv)medidas a serem tomadas sobre os registros das hipotecas dos imóveis de matrículas: (a) nº12.370, nº58.975, nº32.187, nº37.841, nº42.169, nº65.781, nº20.497, (b) nº2.362, nº 3.667, e (c) nº144.975,(v) aprovação, ou não, de criação de Comitê de Debenturistas, incluindo, mas não se limitando, a definição de seus termos e condições;,(vi) medidas a serem tomadas visando a excussão das garantias da Emissão;,(vii) outras medidas de interesse dos Debenturistas, relacionados aos itens anteriores, sobre tudo à excussão das Garantias no âmbito da Recuperação Judicial da Emissora; e,(viii) ratificação de todos os atos feitos pelo Agente Fiduciário para defesa do interesse dos Debenturistas até a presente data;Ata",20190801 01/08/2019 11:00,20190801 01/08/2019 17:40,Ativo,1,AP,"OpenDownloadDocumentos('229031','1','703141','IPE')",,
02350-7,023507 OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.,Reunião da Administração,Conselho de Administração,Discutir e aprovar as demonstrações financeiras individuais e consolidadas da Companhia relativas ao trimestre findo em 30 de junho de 2019.Ata,20190801 01/08/2019 10:00,20190801 01/08/2019 17:08,Ativo,1,AP,"OpenDownloadDocumentos('229024','1','703134','IPE')",,
02350-7,023507 OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.,Formulário de Referência,,,20190101 2019,20190801 01/08/2019 16:22,Inativo,3,RE,"OpenDownloadDocumentos('85969','3','023507FRE201920190300085969-71','')",,
02359-0,023590 WIZ SOLUÇÕES E CORRETAGEM DE SEGUROS S.A.,Formulário de Referência,,,20190101 2019,20190801 01/08/2019 18:38,Ativo,2,RE,"OpenDownloadDocumentos('85979','2','023590FRE201920190200085979-79','')",,
02361-2,023612 MAESTRO LOCADORA DE VEICULOS S.A.,Fato Relevante,,Incorporação da Minas Real Vendas e Serviços Ltda. -,20190801 01/08/2019,20190801 01/08/2019 18:05,Ativo,1,AP,"OpenDownloadDocumentos('229040','1','703151','IPE')",,
02379-5,023795 CAIXA SEGURIDADE PARTICIPAÇÕES S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Renúncia de membro do Conselho de Administração -,20190801 01/08/2019,20190801 01/08/2019 18:58,Ativo,1,AP,"OpenDownloadDocumentos('229112','1','703223','IPE')",,
02381-7,023817 BRQ SOLUCOES EM INFORMATICA S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190701 07/2019,20190801 01/08/2019 08:42,Ativo,1,AP,"OpenDownloadDocumentos('228942','1','703050','IPE')",,
02381-7,023817 BRQ SOLUCOES EM INFORMATICA S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),"Posição Individual - Cia, Controladas e Coligadas",,20190701 07/2019,20190801 01/08/2019 08:44,Ativo,1,AP,"OpenDownloadDocumentos('228943','1','703051','IPE')",,
02382-5,023825 MOVIDA PARTICIPACOES SA,Dados Econômico-Financeiros,Relatório de Agência de Rating,Rating da Movida Participações S.A. elevado para 'brAA' após oferta de ações e CreditWatch removido, perspectiva positiva -,20190801 01/08/2019,20190801 01/08/2019 18:07,Ativo,1,AP,"OpenDownloadDocumentos('229042','1','703153','IPE')",
02384-1,023841 BTGI Safira Participações S/A,Informe do Código de Governança,,,20191231 31/12/2019,20190801 01/08/2019 11:43,Ativo,1,AP,"OpenDownloadDocumentos('85962','1','023841CGVN20190101V01085962-89','CGVN')",,
02415-5,024155 COMPANHIA ENERGÉTICA SINOP S/A,Assembleia,AGDEB,"Deliberar sobre a autorização para o Agente Fiduciário praticar, em conjunto com a Companhia, todos os demais atos eventualmente necessários de forma a refletir as deliberações tomadas,Deliberar sobre o pedido de prorrogação em relação à obrigação da data limite de entrada em operação comercialAta",20190530 30/05/2019 09:00,20190801 01/08/2019 18:43,Ativo,2,RE,"OpenDownloadDocumentos('229089','2','703200','IPE')",,
