cvm_code,company,category,type,kind,reference_date,issue_dttm,status,v,modality,download
02114-8,021148 CONSTRUTORA TENDA S/A,Formulário de Referência,,,20190101 2019,20190902 02/09/2019 18:27,Ativo,4,RE,"OpenDownloadDocumentos('87108','4','021148FRE201920190400087108-84','')"
02120-2,021202 VIX LOGÍSTICA S/A,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),"Posição Individual - Cia, Controladas e Coligadas",,20190801 08/2019,20190902 02/09/2019 13:50,Ativo,1,AP,"OpenDownloadDocumentos('234382','1','708983','IPE')"
02120-2,021202 VIX LOGÍSTICA S/A,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190801 08/2019,20190902 02/09/2019 13:51,Ativo,1,AP,"OpenDownloadDocumentos('234383','1','708984','IPE')"
02120-2,021202 VIX LOGÍSTICA S/A,Reunião da Administração,Conselho de Administração,"Autorizar a contratação de operações financeiras já aprovadas e previstas em orçamento.,Ata",20190826 26/08/2019 15:00,20190902 02/09/2019 13:51,Ativo,1,AP,"OpenDownloadDocumentos('234384','1','708985','IPE')"
02120-2,021202 VIX LOGÍSTICA S/A,Reunião da Administração,Conselho de Administração,"Distribuição de Dividendos/Juros sobre Capital Próprio,Ata",20190827 27/08/2019 15:00,20190902 02/09/2019 13:57,Ativo,1,AP,"OpenDownloadDocumentos('234385','1','708986','IPE')"
02172-5,021725 ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190801 08/2019,20190902 02/09/2019 19:19,Ativo,1,AP,"OpenDownloadDocumentos('234471','1','709094','IPE')"
02172-5,021725 ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),"Posição Individual - Cia, Controladas e Coligadas",,20190801 08/2019,20190902 02/09/2019 19:20,Ativo,1,AP,"OpenDownloadDocumentos('234473','1','709096','IPE')"
02174-1,021741 ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,Assembleia,AGCRA,"Ata de Assembleia de Titulares dos CRAs da 71ª Série da 1ª Emissão,Ata",20190830 30/08/2019 10:00,20190902 02/09/2019 09:48,Ativo,1,AP,"OpenDownloadDocumentos('234351','1','708951','IPE')"
02227-6,022276 TRUE SECURITIZADORA S.A.,Assembleia,AGCRA,"Termo de Não Instalação da Assembleia Geral Extraordinária dos Titulares de CRA da 7ª Série da 1ª Emissão,Sumário das Decisões",20190902 02/09/2019 11:00,20190902 02/09/2019 15:08,Ativo,1,AP,"OpenDownloadDocumentos('234397','1','709001','IPE')"
02239-0,022390 OCTANTE SECURITIZADORA S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"Resgate Antecipado do CRA Subordinado Mezanino Minasul - 2ª Série da 19ª Emissão de Certificados de Recebíveis do Agronegócio da Octante Securitizadora S.A., -",20190902 02/09/2019,20190902 02/09/2019 17:51,Ativo,1,AP,"OpenDownloadDocumentos('234423','1','709032','IPE')"
02249-7,022497 QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,Reunião da Administração,Conselho Fiscal,"Aprovação do Regimento Interno do Conselho Fiscal,Ata",20190827 27/08/2019 10:00,20190902 02/09/2019 17:37,Ativo,1,AP,"OpenDownloadDocumentos('234416','1','709021','IPE')"
02249-7,022497 QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,Regimento interno do Conselho Fiscal,,,20190827 27/08/2019 10:00,20190902 02/09/2019 17:38,Ativo,1,AP,"OpenDownloadDocumentos('234417','1','709022','IPE')"
02260-8,022608 EMPREENDIMENTOS PAGUE MENOS S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190701 07/2019,20190902 02/09/2019 12:05,Ativo,1,AP,"OpenDownloadDocumentos('234378','1','708979','IPE')"
02260-8,022608 EMPREENDIMENTOS PAGUE MENOS S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190801 08/2019,20190902 02/09/2019 14:17,Ativo,1,AP,"OpenDownloadDocumentos('234389','1','708990','IPE')"
02279-9,022799 SINQIA S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"Incorporação de controlada indireta , -",20190902 02/09/2019,20190902 02/09/2019 18:30,Ativo,1,AP,"OpenDownloadDocumentos('234446','1','709064','IPE')"
02284-5,022845 BIOSEV S.A.,Fato Relevante,,"Conclusão da Alienação da Usina Estivas - versões Português e Inglês, -",20190902 02/09/2019,20190902 02/09/2019 18:54,Ativo,1,AP,"OpenDownloadDocumentos('234456','1','709079','IPE')"
02284-5,022845 BIOSEV S.A.,Reunião da Administração,Conselho de Administração,"Deliberar sobre conclusão da alienação da Usina Estivas: alteração dos termos e condições do contrato,Ata",20190830 30/08/2019 12:00,20190902 02/09/2019 20:36,Inativo,1,AP,"OpenDownloadDocumentos('234490','1','709113','IPE')"
02322-1,023221 SER EDUCACIONAL S.A.,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,"Apresentação Institucional - Setembro 2019, -",20190902 02/09/2019,20190902 02/09/2019 13:22,Ativo,1,AP,"OpenDownloadDocumentos('234381','1','708982','IPE')"
02330-2,023302 QUALITY SOFTWARE S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190801 08/2019,20190902 02/09/2019 17:22,Ativo,1,AP,"OpenDownloadDocumentos('234415','1','709020','IPE')"
02343-4,023434 LIBRA TERMINAL RIO S.A.,Assembleia,AGDEB,"(i) Indicação e contratação de novo Escriturador, conforme definido na Escritura;,(ii) Aprovação, ou não, da implementação de um fundo de despesas, bem como a definição de seus termos e condições;,(iii) A contratação de assessor financeiro no âmbito da Emissão;,(iv)medidas a serem tomadas sobre os registros das hipotecas dos imóveis de matrículas: (a) nº12.370, nº58.975, nº32.187, nº37.841, nº42.169, nº65.781, nº20.497, (b) nº2.362, nº 3.667, e (c) nº144.975,(v) aprovação, ou não, de criação de Comitê de Debenturistas, incluindo, mas não se limitando, a definição de seus termos e condições;,(vi) medidas a serem tomadas visando a excussão das garantias da Emissão;,(vii) outras medidas de interesse dos Debenturistas, relacionados aos itens anteriores, sobre tudo à excussão das Garantias no âmbito da Recuperação Judicial da Emissora; e,(viii) ratificação de todos os atos feitos pelo Agente Fiduciário para defesa do interesse dos Debenturistas até a presente data;,Ata",20190902 02/09/2019 11:00,20190902 02/09/2019 19:30,Ativo,1,AP,"OpenDownloadDocumentos('234485','1','709108','IPE')"
02349-3,023493 DOMMO ENERGIA S.A.,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,"Negociações atípicas de valores mobiliários., -",20190902 02/09/2019,20190902 02/09/2019 08:15,Ativo,1,AP,"OpenDownloadDocumentos('234336','1','708936','IPE')"
02358-2,023582 ECO101 CONCESSIONÁRIA DE RODOVIAS S.A.,Reunião da Administração,Conselho de Administração,"Aumento de capital,Ata",20190826 26/08/2019 14:00,20190902 02/09/2019 18:41,Ativo,1,AP,"OpenDownloadDocumentos('234449','1','709068','IPE')"
02360-4,023604 YOU INC INCORPORADORA E PARTICIPAÇÃO,Formulário de Referência,,,20190101 2019,20190902 02/09/2019 15:22,Ativo,3,RE,"OpenDownloadDocumentos('87100','3','023604FRE201920190300087100-88','')"
02367-1,023671 Linhas de Xingu Transmissora de Energia S/A,Assembleia,AGE,"Alteração de Membros do Conselho de Administração,Ata",20190902 02/09/2019 10:00,20190902 02/09/2019 11:50,Ativo,1,AP,"OpenDownloadDocumentos('234370','1','708971','IPE')"
02368-0,023680 Linhas de Macapá Transmissora de Energia S/A,Assembleia,AGE,"Alteração de Membros do Conselho de Administração,Ata",20190902 02/09/2019 10:00,20190902 02/09/2019 19:59,Ativo,1,AP,"OpenDownloadDocumentos('234488','1','709111','IPE')"
02381-7,023817 BRQ SOLUCOES EM INFORMATICA S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),"Posição Individual - Cia, Controladas e Coligadas",,20190801 08/2019,20190902 02/09/2019 09:41,Ativo,1,AP,"OpenDownloadDocumentos('234350','1','708950','IPE')"
02381-7,023817 BRQ SOLUCOES EM INFORMATICA S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190801 08/2019,20190902 02/09/2019 10:06,Ativo,1,AP,"OpenDownloadDocumentos('234355','1','708955','IPE')"
02396-5,023965 CINESYSTEM S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),"Posição Individual - Cia, Controladas e Coligadas",,20190801 08/2019,20190902 02/09/2019 11:28,Ativo,1,AP,"OpenDownloadDocumentos('234361','1','708961','IPE')"
02396-5,023965 CINESYSTEM S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190801 08/2019,20190902 02/09/2019 11:41,Ativo,1,AP,"OpenDownloadDocumentos('234362','1','708963','IPE')"
02396-5,023965 CINESYSTEM S.A.,Código de Conduta,,,20190902 02/09/2019,20190902 02/09/2019 11:51,Ativo,1,AP,"OpenDownloadDocumentos('234371','1','708972','IPE')"
02399-0,023990 VERT COMPANHIA SECURITIZADORA,Dados Econômico-Financeiros,Relatório de Agência de Rating,"Relatório de Monitoramento de Rating sobre as 1ª, 2ª e 3ª Séries da 6ª emissão de CRA da Companhia, -",20190820 20/08/2019,20190902 02/09/2019 16:02,Ativo,1,AP,"OpenDownloadDocumentos('234402','1','709007','IPE')"
02420-1,024201 STARA S.A. - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190801 08/2019,20190902 02/09/2019 08:19,Ativo,1,AP,"OpenDownloadDocumentos('234337','1','708937','IPE')"
02423-6,024236 PRINER SERVIÇOS INDUSTRIAIS S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190801 08/2019,20190902 02/09/2019 08:51,Ativo,1,AP,"OpenDownloadDocumentos('234345','1','708945','IPE')"
02449-0,024490 Saber Serviços Educacionais S.A,Assembleia,AGE,"Aumento do Capital Social (inciso I, art. 166 da Lei 6404),Ata",20190902 02/09/2019 10:00,20190902 02/09/2019 19:16,Inativo,1,AP,"OpenDownloadDocumentos('234467','1','709090','IPE')"
02462-7,024627 Blau Farmacêutica S.A.,Reunião da Administração,Conselho de Administração,"Alteração da denominação do Comitê de Auditoria da Companhia e de seu Regimento Interno,Alteração do Código de Conduta e Ética e da Política Anticorrupção da Companhia,Aprovação do Regimento Interno da Diretoria, do Regimento Interno do Conselho Fiscal, da Política de Contratação de Serviços Extra Auditoria e da Política de Patrocínios e Doações da Companhia,Distribuição de Lucros do exercício de 2018,Ata",20190902 02/09/2019 10:00,20190902 02/09/2019 18:29,Ativo,1,AP,"OpenDownloadDocumentos('234444','1','709062','IPE')"
02462-7,024627 Blau Farmacêutica S.A.,Assembleia,AGE,"Distribuição dos lucros referentes ao exercício findo em 31 de dezembro de 2018,Ata",20190902 02/09/2019 14:00,20190902 02/09/2019 18:30,Ativo,1,AP,"OpenDownloadDocumentos('234445','1','709063','IPE')"
02477-5,024775 BCBF Participações S.A.,Assembleia,AGE,"Autorizar a aquisição por controlada da totalidade das ações e quotas de sociedades,Autorizar a cessão dos direitos e obrigações relativos à Transação,Autorizar a Companhia a figurar como avalista da Transação,Ata",20190725 25/07/2019 19:00,20190902 02/09/2019 17:50,Ativo,1,AP,"OpenDownloadDocumentos('234421','1','709028','IPE')"
02477-5,024775 BCBF Participações S.A.,Assembleia,AGE,"Reemissão das demonstrações financeiras relativas ao exercício social encerrado em 31 de dezembro de 2018,Ata",20190902 02/09/2019 10:30,20190902 02/09/2019 17:51,Ativo,1,AP,"OpenDownloadDocumentos('234422','1','709030','IPE')"
02477-5,024775 BCBF Participações S.A.,Dados Econômico-Financeiros,Demonstrações Financeiras Anuais Completas,,20181231 31/12/2018,20190902 02/09/2019 17:52,Ativo,1,AP,"OpenDownloadDocumentos('217159','1','690359','IPE')"
02477-5,024775 BCBF Participações S.A.,Dados Econômico-Financeiros,Demonstrações Financeiras Intermediárias,"Informações Financeiras Intermediárias, -",20190630 30/06/2019,20190902 02/09/2019 17:54,Ativo,1,AP,"OpenDownloadDocumentos('234424','1','709035','IPE')"
02477-5,024775 BCBF Participações S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190831 08/2019,20190902 02/09/2019 17:55,Ativo,1,AP,"OpenDownloadDocumentos('234426','1','709039','IPE')"
02477-5,024775 BCBF Participações S.A.,DFP,,,20181231 31/12/2018,20190902 02/09/2019 11:46,Ativo,3,RE,"OpenDownloadDocumentos('87098','3','090743DFP311220180300087098-72','DFP')"
05005-9,050059 BANK OF AMERICA CORPORATION,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"424B2, -",20190902 02/09/2019,20190902 02/09/2019 11:49,Ativo,1,AP,"OpenDownloadDocumentos('234367','1','708968','IPE')"
05009-1,050091 GOLDMAN SACHS GROUP INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"424B2B, -",20190902 02/09/2019,20190902 02/09/2019 11:53,Ativo,1,AP,"OpenDownloadDocumentos('234374','1','708975','IPE')"
05010-5,050105 CITIGROUP INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,,20190902 02/09/2019,20190902 02/09/2019 11:46,Ativo,1,AP,"OpenDownloadDocumentos('234365','1','708966','IPE')"
05012-1,"050121 CISCO SYSTEMS, INC.",Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"4, -",20190902 02/09/2019,20190902 02/09/2019 11:49,Ativo,1,AP,"OpenDownloadDocumentos('234369','1','708970','IPE')"
05015-6,050156 MICROSOFT CORPORATION,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"4, -",20190902 02/09/2019,20190902 02/09/2019 11:46,Ativo,1,AP,"OpenDownloadDocumentos('234364','1','708965','IPE')"
05057-1,050571 JPMORGAN CHASE & CO.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"424B2, -",20190902 02/09/2019,20190902 02/09/2019 11:45,Ativo,1,AP,"OpenDownloadDocumentos('234363','1','708964','IPE')"
05090-3,"050903 MONDELEZ INTERNATIONAL, INC",Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"8K, -",20190902 02/09/2019,20190902 02/09/2019 11:53,Ativo,1,AP,"OpenDownloadDocumentos('234377','1','708978','IPE')"
05107-1,051071 ABBVIE INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"8K, -",20190902 02/09/2019,20190902 02/09/2019 11:49,Ativo,1,AP,"OpenDownloadDocumentos('234368','1','708969','IPE')"
05144-6,051446 AMERICAN AIRLINES GROUP INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"4, -",20190902 02/09/2019,20190902 02/09/2019 11:53,Ativo,1,AP,"OpenDownloadDocumentos('234372','1','708973','IPE')"
05176-4,051764 DISCOVERY IN,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"SC 13D/A, -",20190902 02/09/2019,20190902 02/09/2019 11:53,Ativo,1,AP,"OpenDownloadDocumentos('234373','1','708974','IPE')"
05188-8,051888 INTUIT INC,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"10K, -",20190902 02/09/2019,20190902 02/09/2019 11:53,Ativo,1,AP,"OpenDownloadDocumentos('234375','1','708976','IPE')"
05191-8,051918 KINDER MORGAN INC,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"4, -",20190902 02/09/2019,20190902 02/09/2019 11:49,Ativo,1,AP,"OpenDownloadDocumentos('234366','1','708967','IPE')"
05197-7,051977 MICRON TECHNOLOGY INC,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"4, -",20190902 02/09/2019,20190902 02/09/2019 11:53,Ativo,1,AP,"OpenDownloadDocumentos('234376','1','708977','IPE')"
08004-7,080047 WILSON SONS LTD.,Comunicado ao Mercado,Aquisição/Alienação de Participação Acionária (art. 12 da Instr. CVM nº 358),"Declaração de Alienação de Participação Acionária Relevante - Art.12, §4º, da Instrução CVM nº358/02",20190902 02/09/2019,20190902 02/09/2019 17:12,Ativo,1,AP,"OpenDownloadDocumentos('234414','1','709019','IPE')"
90431-8,904318 HOSPITAL ESPERANCA S/A,Dados Econômico-Financeiros,Demonstrações Financeiras Intermediárias,"DF - Esperança 30.06.2019,DFs Mercosul com reconciliação para IFRS",20190630 30/06/2019,20190902 02/09/2019 10:15,Ativo,1,AP,"OpenDownloadDocumentos('234356','1','708956','IPE')"
91094-3,910943 SAGA BRASIL ADMINISTRACAO E PARTICIPACOES S/A,Dados Econômico-Financeiros,Demonstrações Financeiras Anuais Completas,,20171231 31/12/2017,20190902 02/09/2019 16:22,Inativo,1,AP,"OpenDownloadDocumentos('234403','1','709008','IPE')"
91094-3,910943 SAGA BRASIL ADMINISTRACAO E PARTICIPACOES S/A,Dados Econômico-Financeiros,Demonstrações Financeiras Anuais Completas,,20171231 31/12/2017,20190902 02/09/2019 16:29,Ativo,2,RE,"OpenDownloadDocumentos('234405','2','709010','IPE')"
91094-3,910943 SAGA BRASIL ADMINISTRACAO E PARTICIPACOES S/A,Dados Econômico-Financeiros,Demonstrações Financeiras Anuais Completas,,20181231 31/12/2018,20190902 02/09/2019 16:32,Ativo,1,AP,"OpenDownloadDocumentos('234406','1','709011','IPE')"
91094-3,910943 SAGA BRASIL ADMINISTRACAO E PARTICIPACOES S/A,Dados Econômico-Financeiros,Demonstrações Financeiras Anuais Completas,,20161231 31/12/2016,20190902 02/09/2019 16:37,Ativo,1,AP,"OpenDownloadDocumentos('234407','1','709012','IPE')"
00117-1,001171 BCO ESTADO DO PARA S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190801 08/2019,20190903 03/09/2019 11:30,Ativo,1,AP,"OpenDownloadDocumentos('234522','1','709149','IPE')"
00117-1,001171 BCO ESTADO DO PARA S.A.,Reunião da Administração,Comitê de Auditoria,"Atualização do Regimento Interno do Comitê Estatutário de Auditoria,Ata",20190731 31/07/2019 09:00,20190903 03/09/2019 14:25,Ativo,2,RE,"OpenDownloadDocumentos('234532','2','709159','IPE')"
00243-7,002437 CENTRAIS ELET BRAS S.A. - ELETROBRAS,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"Concessão Tucuruí, -",20190903 03/09/2019,20190903 03/09/2019 19:13,Ativo,1,AP,"OpenDownloadDocumentos('234625','1','709264','IPE')"
00315-8,003158 CIA TECIDOS NORTE DE MINAS - COTEMINAS,Formulário de Referência,,,20190101 2019,20190903 03/09/2019 17:44,Ativo,3,RE,"OpenDownloadDocumentos('87127','3','003158FRE201920190300087127-73','')"
00320-4,003204 CIA ESTADUAL GER.TRANS.ENER.ELET-CEEE-GT,Formulário de Referência,,,20190101 2019,20190903 03/09/2019 16:50,Inativo,7,RE,"OpenDownloadDocumentos('87122','7','003204FRE201920190700087122-73','')"
00414-6,004146 KARSTEN S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190801 08/2019,20190903 03/09/2019 16:22,Ativo,1,AP,"OpenDownloadDocumentos('234562','1','709199','IPE')"
00470-7,004707 CONSORCIO ALFA DE ADMINISTRACAO S.A.,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,"Negociações atípicas de valores mobiliários, -",20190903 03/09/2019,20190903 03/09/2019 17:43,Ativo,1,AP,"OpenDownloadDocumentos('234598','1','709236','IPE')"
00525-8,005258 RAIA DROGASIL S.A.,Comunicado ao Mercado,Aquisição/Alienação de Participação Acionária (art. 12 da Instr. CVM nº 358),"Declaração de Alienação de Participação Acionária Relevante - Art.12, §4º, da Instrução CVM nº358/02",20190903 03/09/2019,20190903 03/09/2019 18:04,Ativo,1,AP,"OpenDownloadDocumentos('234606','1','709245','IPE')"
00525-8,005258 RAIA DROGASIL S.A.,Formulário de Referência,,,20190101 2019,20190903 03/09/2019 16:11,Inativo,4,RE,"OpenDownloadDocumentos('87119','4','005258FRE201920190400087119-83','')"
